skillscore,skillscore.sd,var
0.00494434643036046,0.00780316324071357,uas
-0.0160825999031589,0.00743652344061497,vas
0.0563400033173997,0.0101410226661486,tdps
0.0296122763896638,0.0106173229644721,tas
-0.0388679959722076,0.0102217323378412,cc
-0.0722147262391242,0.0111018297152598,tp
0.0484021626765718,0.00941366469588829,rsds
0.0359015704034326,0.00962366732165152,rlds
0.150594327246407,0.010190326780811,petH
